,index,feature,importance,importance_normalized,cumulative_importance
257,641,"('tank_level_acid', 'sum', 'pre_rinse')",1843.507567369405,0.0005258766918920086,0.8477696687090162
258,818,"('tank_concentration_acid', 'max', 'acid')",1841.6010247251263,0.0005253328338919273,0.848295001542908
259,1177,"('return_temperature_*_return_turbidity', 'mean', 'pre_rinse')",1829.1029202449593,0.0005217676400433718,0.8488167691829515
260,1037,"('supply_flow_*_return_conductivity', 'kurt', 'pre_rinse')",1804.2451886365582,0.0005146767542246503,0.8493314459371761
261,1053,"('supply_flow_*_return_turbidity', 'std', 'pre_rinse')",1765.8253384371628,0.0005037171552062016,0.8498351630923824
262,1025,"('supply_flow_*_return_conductivity', 'sum', 'pre_rinse')",1757.9001178833273,0.0005014564165788508,0.8503366195089612
263,215,"('return_flow', 'std_200')",1757.4613514668304,0.0005013312546127679,0.8508379507635739
264,438,"('return_temperature', 'mean', 'acid')",1754.1165754988024,0.0005003771279510062,0.851338327891525
265,1165,"('conductivity_*_return_turbidity', 'kurt', 'pre_rinse')",1752.0595194974203,0.0004997903346965651,0.8518381182262216
266,92,"('supply_flow', 'mean_50')",1746.2131008601593,0.0004981225925365665,0.8523362408187581
267,749,"('tank_temperature_caustic', 'kurt', 'pre_rinse')",1738.68622043423,0.0004959754839221427,0.8528322163026802
268,77,"('tank_temperature_acid', 'std_10')",1724.7140400360536,0.0004919897969977347,0.853324206099678
269,757,"('tank_temperature_acid', 'max', 'pre_rinse')",1718.3850651318216,0.0004901844014329884,0.853814390501111
270,721,"('tank_temperature_caustic', 'min', 'pre_rinse')",1712.3605802626369,0.000488465864319587,0.8543028563654306
271,965,"('return_flow__return_conductivity', 'median', 'pre_rinse')",1708.4356613719642,0.0004873462468042022,0.8547902026122348
272,565,"('tank_level_pre_rinse', 'max', 'pre_rinse')",1705.487086741685,0.0004865051400467287,0.8552767077522816
273,713,"('tank_temperature_pre_rinse', 'skew', 'pre_rinse')",1704.0273153288542,0.00048608872745635706,0.855762796479738
274,960,"('return_flow__return_conductivity', 'sum', 'intermediate_rinse')",1702.4614572888497,0.0004856420527257374,0.8562484385324637
275,421,"('supply_pressure', 'median', 'pre_rinse')",1700.7128626059573,0.0004851432507660516,0.8567335817832298
276,1011,"('supply_flow_*_return_conductivity', 'max', 'caustic')",1693.043701446672,0.0004829555553253507,0.8572165373385552
277,1015,"('supply_flow_*_return_conductivity', 'mean', 'caustic')",1686.934900456389,0.0004812129662993774,0.8576977503048545
278,269,"('tank_concentration_acid', 'std_200')",1681.271783230154,0.00047959751247350635,0.858177347817328
279,521,"('return_turbidity', 'skew', 'pre_rinse')",1679.1938315568996,0.00047900475854551367,0.8586563525758736
280,110,"('conductivity', 'mean_50')",1675.4613152839624,0.0004779400255632422,0.8591342926014368
281,1101,"('supply_flow_*_return_temperature', 'kurt', 'pre_rinse')",1670.1543731470172,0.0004764261738034572,0.8596107187752403
282,303,"('return_flow', 'max_500')",1662.4657948632084,0.0004742329394577954,0.8600849517146981
283,908,"('object_residue', 'kurt', 'intermediate_rinse')",1657.710146019313,0.0004728763489419255,0.86055782806364
284,1183,"('return_temperature_*_return_turbidity', 'sum', 'caustic')",1645.3184929882595,0.000469341521302274,0.8610271695849423
285,1197,"('return_temperature_*_return_turbidity', 'kurt', 'pre_rinse')",1643.793728653713,0.0004689065689113216,0.8614960761538536
286,1167,"('return_temperature_*_return_turbidity', 'min', 'caustic')",1618.3844460481973,0.00046165834833634186,0.8619577345021899
287,193,"('supply_pressure', 'median_200')",1613.8836426632558,0.0004603744547213529,0.8624181089569113
288,481,"('conductivity', 'sum', 'pre_rinse')",1613.401139548839,0.00046023681647883717,0.8628783457733902
289,485,"('conductivity', 'median', 'pre_rinse')",1609.8313952514045,0.0004592185156292703,0.8633375642890194
290,1088,"('supply_flow_*_return_temperature', 'sum', 'intermediate_rinse')",1598.5677545588353,0.0004560054633961728,0.8637935697524156
291,961,"('return_flow__return_conductivity', 'sum', 'pre_rinse')",1583.4348018938333,0.00045168865600851157,0.8642452584084241
292,223,"('tank_level_pre_rinse', 'median_200')",1582.1284405048511,0.000451316004972078,0.8646965744133962
293,200,"('conductivity', 'mean_200')",1580.9497767770274,0.00045097978081275674,0.865147554194209
294,741,"('tank_temperature_caustic', 'median', 'pre_rinse')",1571.8964346444288,0.00044839723561710505,0.865595951429826
295,751,"('tank_temperature_acid', 'min', 'caustic')",1566.4124472170467,0.0004468328801364252,0.8660427843099625
296,1077,"('supply_flow_*_return_temperature', 'max', 'pre_rinse')",1549.2136495993213,0.0004419267723689179,0.8664847110823314
297,1063,"('supply_flow_*_return_turbidity', 'skew', 'caustic')",1547.4223110643145,0.0004414157773507676,0.8669261268596822
298,775,"('tank_temperature_acid', 'skew', 'caustic')",1545.4649488602429,0.00044085742262582313,0.867366984282308
299,871,"('return_flow__return_turbidity', 'skew', 'caustic')",1544.2890656384775,0.0004405219916302261,0.8678075062739382
300,793,"('tank_concentration_caustic', 'mean', 'pre_rinse')",1535.2042275019696,0.00043793046192339754,0.8682454367358616
301,428,"('supply_pressure', 'kurt', 'intermediate_rinse')",1528.2424143418323,0.00043594454369934196,0.868681381279561
302,169,"('tank_temperature_acid', 'median_50')",1526.9878933747339,0.00043558668059763073,0.8691169679601586
303,39,"('tank_level_pre_rinse', 'max_10')",1523.4089863739962,0.00043456576600663576,0.8695515337261652
304,173,"('tank_concentration_caustic', 'std_50')",1522.9566901155704,0.00043443674453455387,0.8699859704706998
305,1081,"('supply_flow_*_return_temperature', 'mean', 'pre_rinse')",1519.0613694289937,0.0004333255701663149,0.8704192960408661
306,945,"('return_flow__return_conductivity', 'min', 'pre_rinse')",1508.6164453758254,0.0004303460640306383,0.8708496421048967
307,669,"('tank_level_clean_water', 'std', 'pre_rinse')",1505.381651924051,0.0004294233108456322,0.8712790654157423
308,409,"('supply_pressure', 'mean', 'pre_rinse')",1504.35027090593,0.00042912910037018313,0.8717081945161125
309,516,"('return_turbidity', 'median', 'intermediate_rinse')",1499.2308057783687,0.0004276687280705564,0.872135863244183
310,885,"('object_residue', 'max', 'pre_rinse')",1498.463412741664,0.0004274498224806547,0.8725633130666637
311,99,"('supply_pressure', 'max_50')",1496.258165285451,0.0004268207563148286,0.8729901338229785
312,463,"('conductivity', 'min', 'caustic')",1491.421739309922,0.00042544112341415057,0.8734155749463927
313,877,"('return_flow__return_turbidity', 'kurt', 'pre_rinse')",1489.6901071852994,0.00042494716017288766,0.8738405221065656
314,368,"('supply_flow', 'min', 'intermediate_rinse')",1488.9701400159117,0.00042474178322732476,0.874265263889793
315,286,"('return_temperature', 'min_500')",1488.2960394767902,0.0004245494901400652,0.874689813379933
316,543,"('return_flow', 'sum', 'caustic')",1473.5417528011958,0.00042034070054488084,0.8751101540804779
317,100,"('supply_pressure', 'min_50')",1461.1699093356278,0.0004168115237574145,0.8755269656042353
318,429,"('supply_pressure', 'kurt', 'pre_rinse')",1456.5021814080337,0.00041548001345354424,0.8759424456176889
319,166,"('tank_temperature_acid', 'min_50')",1446.5012254327487,0.00041262715310345346,0.8763550727707923
320,473,"('conductivity', 'mean', 'pre_rinse')",1444.8667873907011,0.0004121609153261489,0.8767672336861184
321,103,"('supply_pressure', 'median_50')",1442.604305411706,0.00041151552251103996,0.8771787492086295
322,651,"('tank_level_acid', 'kurt', 'caustic')",1440.5930505806248,0.00041094179444187335,0.8775896910030714
323,468,"('conductivity', 'max', 'intermediate_rinse')",1439.6891295781725,0.0004106839430530778,0.8780003749461245
324,202,"('conductivity', 'min_200')",1439.55650768616,0.00041064611149595355,0.8784110210576205
325,132,"('tank_level_pre_rinse', 'sum_50')",1438.2726996200538,0.00041027989399254963,0.878821300951613
326,892,"('object_residue', 'std', 'intermediate_rinse')",1437.8029323344117,0.0004101458887568212,0.8792314468403699
327,9,"('supply_pressure', 'max_10')",1434.662051636272,0.0004092499250079324,0.8796406967653778
328,4,"('supply_flow', 'min_10')",1418.8930900152661,0.0004047516904909677,0.8800454484558687
329,985,"('supply_flow_*_supply_pressure', 'mean', 'pre_rinse')",1416.4607978879887,0.0004040578578426793,0.8804495063137114
330,1168,"('return_temperature_*_return_turbidity', 'min', 'intermediate_rinse')",1414.0557146069204,0.00040337178675625696,0.8808528781004676
331,133,"('tank_level_pre_rinse', 'median_50')",1403.5789559071275,0.0004003831995086007,0.8812532612999763
332,399,"('supply_pressure', 'min', 'caustic')",1400.381631575419,0.00039947113471850934,0.8816527324346948
333,231,"('tank_level_acid', 'max_200')",1399.092133509285,0.0003991032940927248,0.8820518357287875
334,281,"('supply_pressure', 'std_500')",1393.085224525478,0.0003973897706546798,0.8824492254994423
335,233,"('tank_level_acid', 'std_200')",1390.3154290378757,0.0003965996622146498,0.8828458251616569
336,190,"('supply_pressure', 'min_200')",1386.4713475462918,0.00039550310427589284,0.8832413282659328
337,639,"('tank_level_acid', 'sum', 'caustic')",1381.278304944841,0.00039402174335693437,0.8836353500092897
338,947,"('return_flow__return_conductivity', 'max', 'caustic')",1379.2519307090083,0.0003934437023450412,0.8840287937116348
339,558,"('tank_level_pre_rinse', 'min', 'acid')",1370.8156888159876,0.000391037190401598,0.8844198309020364
340,603,"('tank_level_caustic', 'std', 'caustic')",1362.6867334525436,0.0003887183346340756,0.8848085492366704
341,328,"('tank_level_clean_water', 'min_500')",1362.3118879228734,0.000388611406661225,0.8851971606433316
342,131,"('tank_level_pre_rinse', 'std_50')",1360.921986078717,0.0003882149249777229,0.8855853755683094
343,737,"('tank_temperature_caustic', 'sum', 'pre_rinse')",1359.8031898248355,0.0003878957785400807,0.8859732713468494
344,483,"('conductivity', 'median', 'caustic')",1359.1687151105784,0.0003877147890666831,0.8863609861359161
345,420,"('supply_pressure', 'median', 'intermediate_rinse')",1357.5757247900056,0.0003872603746152175,0.8867482465105313
346,245,"('tank_temperature_pre_rinse', 'std_200')",1357.2231011067693,0.00038715978561883614,0.8871354062961502
347,400,"('supply_pressure', 'min', 'intermediate_rinse')",1356.752953799574,0.00038702567197862876,0.8875224319681289
348,33,"('return_flow', 'max_10')",1354.845071090747,0.0003864814317133894,0.8879089133998422
349,1035,"('supply_flow_*_return_conductivity', 'kurt', 'caustic')",1342.313086899221,0.0003829065733802139,0.8882918199732225
350,553,"('return_flow', 'skew', 'pre_rinse')",1334.8660687632087,0.0003807822461839799,0.8886726022194065
351,607,"('tank_level_caustic', 'sum', 'caustic')",1325.2120618633396,0.0003780283560986519,0.8890506305755052
352,909,"('object_residue', 'kurt', 'pre_rinse')",1319.810097703449,0.000376487398473956,0.8894271179739791
353,435,"('return_temperature', 'max', 'caustic')",1316.8519244543775,0.00037564355362634035,0.8898027615276054
354,294,"('conductivity', 'sum_500')",1308.9255388073,0.00037338248264593023,0.8901761440102514
355,13,"('supply_pressure', 'median_10')",1303.5195685475635,0.0003718403822461399,0.8905479843924975
356,179,"('tank_concentration_acid', 'std_50')",1302.9147139747438,0.0003716678421777072,0.8909196522346752
357,817,"('tank_concentration_acid', 'min', 'pre_rinse')",1302.9102263138682,0.0003716665620331082,0.8912913187967083
358,679,"('tank_level_clean_water', 'skew', 'caustic')",1287.5264370293244,0.00036727820130114564,0.8916585969980094
359,189,"('supply_pressure', 'max_200')",1285.9507127936465,0.0003668287121517332,0.8920254257101612
360,889,"('object_residue', 'mean', 'pre_rinse')",1272.8802189587718,0.00036310023922276827,0.892388525949384
361,914,"('return_flow__return_temperature', 'max', 'acid')",1271.323847695713,0.00036265627067842373,0.8927511822200624
362,467,"('conductivity', 'max', 'caustic')",1270.259734302188,0.0003623527230059922,0.8931135349430684
363,879,"('object_residue', 'min', 'caustic')",1269.7332505364118,0.00036220253889718686,0.8934757374819656
364,967,"('return_flow__return_conductivity', 'skew', 'caustic')",1265.4412621978408,0.00036097821160443403,0.89383671569357
365,901,"('object_residue', 'median', 'pre_rinse')",1262.0404571370625,0.0003600081021528717,0.8941967237957229
366,593,"('tank_level_caustic', 'min', 'pre_rinse')",1260.1405641599954,0.0003594661410286466,0.8945561899367516
367,94,"('supply_flow', 'min_50')",1258.7549355815138,0.0003590708783316333,0.8949152608150832
368,903,"('object_residue', 'skew', 'caustic')",1257.7821086339768,0.0003587933709180434,0.8952740541860013
369,932,"('return_flow__return_temperature', 'median', 'intermediate_rinse')",1255.253488996847,0.0003580720600032612,0.8956321262460045
370,315,"('tank_level_caustic', 'max_500')",1248.9538006803843,0.00035627501869437236,0.8959884012646989
371,345,"('tank_temperature_acid', 'max_500')",1242.0699953249027,0.00035431135288033135,0.8963427126175793
372,98,"('supply_pressure', 'mean_50')",1237.848352967688,0.00035310709239534123,0.8966958197099746
373,1149,"('conductivity_*_return_turbidity', 'std', 'pre_rinse')",1234.1948378803977,0.00035206489519371903,0.8970478846051683
374,1095,"('supply_flow_*_return_temperature', 'skew', 'caustic')",1230.7012106758718,0.00035106830741206884,0.8973989529125803
375,831,"('tank_concentration_acid', 'sum', 'caustic')",1229.9904836957662,0.00035086556631148865,0.8977498184788918
376,397,"('supply_flow', 'kurt', 'pre_rinse')",1228.0123638289153,0.000350301290281296,0.898100119769173
377,864,"('return_flow__return_turbidity', 'sum', 'intermediate_rinse')",1224.4127970710013,0.00034927448231348413,0.8984493942514865
378,205,"('conductivity', 'median_200')",1223.6261372680387,0.00034905008070963467,0.8987984443321961
379,599,"('tank_level_caustic', 'mean', 'caustic')",1222.522822901783,0.0003487353506161361,0.8991471796828122
380,1163,"('conductivity_*_return_turbidity', 'kurt', 'caustic')",1213.821272229974,0.0003462531570181184,0.8994934328398303
381,1173,"('return_temperature_*_return_turbidity', 'max', 'pre_rinse')",1207.6638846421044,0.0003444967082393231,0.8998379295480696
382,667,"('tank_level_clean_water', 'std', 'caustic')",1207.3578660821865,0.00034440941376286116,0.9001823389618325
383,605,"('tank_level_caustic', 'std', 'pre_rinse')",1199.22288384855,0.000342088838777791,0.9005244278006104
384,1195,"('return_temperature_*_return_turbidity', 'kurt', 'caustic')",1198.9663094013151,0.0003420156486678483,0.9008664434492782
385,462,"('conductivity', 'min', 'acid')",1196.6910030028068,0.00034136659757466744,0.9012078100468529
386,1040,"('supply_flow_*_return_turbidity', 'min', 'intermediate_rinse')",1194.6605615434314,0.00034078739635160963,0.9015485974432045
387,1115,"('conductivity_*_return_temperature', 'std', 'caustic')",1193.891242974507,0.00034056794148676497,0.9018891653846912
388,787,"('tank_concentration_caustic', 'max', 'caustic')",1191.7511178966793,0.0003399574520501694,0.9022291228367414
389,1175,"('return_temperature_*_return_turbidity', 'mean', 'caustic')",1191.677404880972,0.00033993642476634606,0.9025690592615078
390,733,"('tank_temperature_caustic', 'std', 'pre_rinse')",1191.0844087432765,0.0003397672674204714,0.9029088265289282
391,1089,"('supply_flow_*_return_temperature', 'sum', 'pre_rinse')",1188.4972880206,0.0003390292685582765,0.9032478557974865
392,227,"('tank_level_caustic', 'std_200')",1185.1538023897792,0.00033807550997651297,0.903585931307463
393,952,"('return_flow__return_conductivity', 'mean', 'intermediate_rinse')",1183.6257056158765,0.00033763960697802544,0.9039235709144411
394,859,"('return_flow__return_turbidity', 'std', 'caustic')",1172.021740078773,0.0003343294741000853,0.9042579003885411
395,65,"('tank_temperature_pre_rinse', 'std_10')",1163.6344063710028,0.0003319369136451638,0.9045898373021863
396,221,"('tank_level_pre_rinse', 'std_200')",1160.7213548888042,0.00033110594017703984,0.9049209432423634
397,41,"('tank_level_pre_rinse', 'std_10')",1160.6582906673236,0.0003310879505551061,0.9052520311929185
398,375,"('supply_flow', 'mean', 'caustic')",1160.188591718386,0.0003309539648130216,0.9055829851577315
399,403,"('supply_pressure', 'max', 'caustic')",1157.3426377656092,0.00033014213150327345,0.9059131272892348
400,953,"('return_flow__return_conductivity', 'mean', 'pre_rinse')",1156.218528062503,0.0003298214693576677,0.9062429487585925
401,475,"('conductivity', 'std', 'caustic')",1154.2052464311223,0.0003292471631259508,0.9065721959217184
402,460,"('return_temperature', 'kurt', 'intermediate_rinse')",1146.430041055848,0.000327029217643164,0.9068992251393616
403,555,"('return_flow', 'kurt', 'caustic')",1133.6595666297285,0.00032338632788020947,0.9072226114672418
404,161,"('tank_temperature_caustic', 'std_50')",1131.240479941736,0.0003226962621992225,0.9075453077294411
405,209,"('return_turbidity', 'std_200')",1126.706348819389,0.00032140286155502175,0.9078667105909961
406,1113,"('conductivity_*_return_temperature', 'mean', 'pre_rinse')",1115.067645944958,0.00031808281954713704,0.9081847934105433
407,843,"('tank_concentration_acid', 'kurt', 'caustic')",1105.0586741764525,0.0003152276726217719,0.9085000210831651
408,515,"('return_turbidity', 'median', 'caustic')",1105.0428782557544,0.0003152231666969419,0.908815244249862
409,111,"('conductivity', 'max_50')",1104.7094392878391,0.00031512805030875946,0.9091303723001708
410,1191,"('return_temperature_*_return_turbidity', 'skew', 'caustic')",1102.8091379483913,0.000314585972695586,0.9094449582728664
411,451,"('return_temperature', 'median', 'caustic')",1098.3082326723677,0.0003133020500152728,0.9097582603228817
412,365,"('timestamp', 'count', 'pre_rinse')",1094.1914355969811,0.00031212769756589056,0.9100703880204476
413,287,"('return_temperature', 'std_500')",1091.0817169106583,0.00031124062305400683,0.9103816286435016
414,819,"('tank_concentration_acid', 'max', 'caustic')",1083.5403850778216,0.0003090893920490964,0.9106907180355507
415,747,"('tank_temperature_caustic', 'kurt', 'caustic')",1082.7207585903152,0.00030885558640952854,0.9109995736219602
416,847,"('return_flow__return_turbidity', 'min', 'caustic')",1081.9238250887795,0.00030862825414311234,0.9113082018761033
417,833,"('tank_concentration_acid', 'sum', 'pre_rinse')",1081.1559818092887,0.00030840922011750955,0.9116166110962208
418,595,"('tank_level_caustic', 'max', 'caustic')",1077.6417451356754,0.00030740675330416067,0.911924017849525
419,621,"('tank_level_caustic', 'kurt', 'pre_rinse')",1076.9404540213127,0.0003072067038669888,0.912231224553392
420,128,"('tank_level_pre_rinse', 'mean_50')",1072.6702572613096,0.00030598859281302516,0.9125372131462051
421,907,"('object_residue', 'kurt', 'caustic')",1067.3073358897618,0.00030445877248591315,0.9128416719186909
422,114,"('conductivity', 'sum_50')",1062.8983352971272,0.000303201066422079,0.913144872985113
423,777,"('tank_temperature_acid', 'skew', 'pre_rinse')",1060.0500142617261,0.00030238855788126484,0.9134472615429943
424,568,"('tank_level_pre_rinse', 'mean', 'intermediate_rinse')",1059.6002979398456,0.0003022602723586956,0.913749521815353
425,1108,"('conductivity_*_return_temperature', 'max', 'intermediate_rinse')",1054.4249433818018,0.00030078395710915424,0.9140503057724622
426,939,"('return_flow__return_temperature', 'kurt', 'caustic')",1053.1667621221175,0.00030042504987690057,0.9143507308223391
427,450,"('return_temperature', 'median', 'acid')",1041.358151879966,0.00029705654030313955,0.9146477873626422
428,637,"('tank_level_acid', 'std', 'pre_rinse')",1040.149643878961,0.00029671180280330903,0.9149444991654455
429,11,"('supply_pressure', 'std_10')",1040.067842703936,0.00029668846830114784,0.9152411876337466
430,969,"('return_flow__return_conductivity', 'skew', 'pre_rinse')",1036.6740102042857,0.0002957203478337616,0.9155369079815804
431,412,"('supply_pressure', 'std', 'intermediate_rinse')",1032.3051254405225,0.00029447408516172736,0.9158313820667421
432,115,"('conductivity', 'median_50')",1029.8611350061526,0.00029377691546880546,0.9161251589822109
433,185,"('supply_flow', 'std_200')",1027.9508333305673,0.00029323198517209605,0.916418390967383
434,395,"('supply_flow', 'kurt', 'caustic')",1027.7261517769653,0.0002931678927896026,0.9167115588601725
435,653,"('tank_level_acid', 'kurt', 'pre_rinse')",1026.1921292363847,0.00029273029941423104,0.9170042891595868
436,715,"('tank_temperature_pre_rinse', 'kurt', 'caustic')",1022.7909311938785,0.00029176007786118637,0.9172960492374479
437,218,"('tank_level_pre_rinse', 'mean_200')",1017.2673968425166,0.00029018444127381347,0.9175862336787217
438,609,"('tank_level_caustic', 'sum', 'pre_rinse')",1016.9629490331836,0.0002900975948677234,0.9178763312735895
439,469,"('conductivity', 'max', 'pre_rinse')",1012.7720437255965,0.0002889021023955491,0.918165233375985
440,191,"('supply_pressure', 'std_200')",1008.1355112541611,0.0002875794908689755,0.918452812866854
441,973,"('return_flow__return_conductivity', 'kurt', 'pre_rinse')",999.6416166773089,0.00028515653299214495,0.9187379693998461
442,955,"('return_flow__return_conductivity', 'std', 'caustic')",999.3115417148198,0.00028506237621599574,0.919023031776062
443,578,"('tank_level_pre_rinse', 'median', 'acid')",995.5331228955451,0.00028398454913004676,0.9193070163251921
444,982,"('supply_flow_*_supply_pressure', 'mean', 'acid')",987.9311090006389,0.0002818160080350542,0.9195888323332271
445,681,"('tank_level_clean_water', 'skew', 'pre_rinse')",984.3502588945522,0.0002807945391562271,0.9198696268723833
446,255,"('tank_temperature_acid', 'max_200')",982.2089359415671,0.0002801837080152435,0.9201498105803985
447,604,"('tank_level_caustic', 'std', 'intermediate_rinse')",982.1926041795679,0.00028017904923698567,0.9204299896296354
448,22,"('conductivity', 'min_10')",981.9289100612831,0.0002801038281784723,0.9207100934578138
449,825,"('tank_concentration_acid', 'mean', 'pre_rinse')",980.875908841999,0.0002798034503511409,0.920989896908165
450,792,"('tank_concentration_caustic', 'mean', 'intermediate_rinse')",980.3130389059121,0.00027964288676833056,0.9212695397949333
451,1133,"('conductivity_*_return_temperature', 'kurt', 'pre_rinse')",975.1480981663041,0.0002781695421517749,0.9215477093370851
452,765,"('tank_temperature_acid', 'std', 'pre_rinse')",970.905355491956,0.0002769592626163787,0.9218246685997015
453,411,"('supply_pressure', 'std', 'caustic')",965.9683830800441,0.0002755509479634353,0.9221002195476649
454,591,"('tank_level_caustic', 'min', 'caustic')",965.2363954019382,0.00027534214206240105,0.9223755616897272
455,249,"('tank_temperature_caustic', 'max_200')",965.1378822030804,0.000275314040308961,0.9226508757300362
456,536,"('return_flow', 'mean', 'intermediate_rinse')",964.7890697917317,0.0002752145385112913,0.9229260902685475
457,809,"('tank_concentration_caustic', 'skew', 'pre_rinse')",963.0160321455493,0.0002747087639820851,0.9232007990325296
458,351,"('tank_concentration_caustic', 'max_500')",960.5594989312256,0.0002740080163512442,0.9234748070488809
459,366,"('supply_flow', 'min', 'acid')",960.3593526971466,0.0002739509228836962,0.9237487579717646
460,336,"('tank_temperature_pre_rinse', 'sum_500')",957.5562747363015,0.0002731513203264536,0.924021909292091
461,873,"('return_flow__return_turbidity', 'skew', 'pre_rinse')",957.4760934410734,0.00027312844790920265,0.9242950377400002
462,212,"('return_flow', 'mean_200')",955.5329056533548,0.00027257413656076127,0.924567611876561
463,1024,"('supply_flow_*_return_conductivity', 'sum', 'intermediate_rinse')",945.5549182053614,0.00026972782818439903,0.9248373397047454
464,563,"('tank_level_pre_rinse', 'max', 'caustic')",937.0286734061987,0.0002672956421231054,0.9251046353468685
465,304,"('return_flow', 'min_500')",933.3230817759973,0.00026623858963116813,0.9253708739364996
466,561,"('tank_level_pre_rinse', 'min', 'pre_rinse')",930.6981777354623,0.00026548981274638424,0.9256363637492461
467,1093,"('supply_flow_*_return_temperature', 'median', 'pre_rinse')",929.6815435261026,0.00026519980892738973,0.9259015635581734
468,887,"('object_residue', 'mean', 'caustic')",929.3099990424698,0.00026509382260685497,0.9261666573807803
469,827,"('tank_concentration_acid', 'std', 'caustic')",922.7419429327781,0.00026322022703271017,0.926429877607813
470,106,"('return_temperature', 'min_50')",917.1430259300773,0.0002616230868833157,0.9266915006946963
471,1009,"('supply_flow_*_return_conductivity', 'min', 'pre_rinse')",916.5684107371158,0.00026145917286303494,0.9269529598675593
472,1151,"('conductivity_*_return_turbidity', 'sum', 'caustic')",914.0895451362127,0.0002607520547231794,0.9272137119222825
473,1143,"('conductivity_*_return_turbidity', 'mean', 'caustic')",908.7710742724938,0.00025923491429303327,0.9274729468365756
474,1193,"('return_temperature_*_return_turbidity', 'skew', 'pre_rinse')",901.9529684870074,0.0002572899898571886,0.9277302368264327
475,797,"('tank_concentration_caustic', 'std', 'pre_rinse')",901.0701552978151,0.0002570381596571349,0.9279872749860899
476,357,"('tank_concentration_acid', 'max_500')",897.0406658224676,0.00025588871246591283,0.9282431636985559
477,267,"('tank_concentration_acid', 'max_200')",894.1241604171518,0.00025505675373594614,0.9284982204522918
478,789,"('tank_concentration_caustic', 'max', 'pre_rinse')",893.5741451682206,0.00025489985706531797,0.9287531203093571
479,484,"('conductivity', 'median', 'intermediate_rinse')",892.9187910435513,0.00025471291155709276,0.9290078332209142
480,148,"('tank_level_clean_water', 'min_50')",889.7925685473974,0.0002538211291887992,0.929261654350103
481,51,"('tank_level_acid', 'max_10')",886.1109296806801,0.00025277090943259117,0.9295144252595355
482,729,"('tank_temperature_caustic', 'mean', 'pre_rinse')",874.9212830622972,0.00024957896465771154,0.9297640042241933
483,683,"('tank_level_clean_water', 'kurt', 'caustic')",873.5962337266357,0.0002492009827206883,0.930013205206914
484,625,"('tank_level_acid', 'min', 'pre_rinse')",872.1958868268268,0.0002488015214935106,0.9302620067284075
485,339,"('tank_temperature_caustic', 'max_500')",871.8865480098025,0.00024871327988460704,0.9305107200082922
486,42,"('tank_level_pre_rinse', 'sum_10')",869.3021587913605,0.0002479760602079366,0.9307586960685001
487,580,"('tank_level_pre_rinse', 'median', 'intermediate_rinse')",869.0122027104875,0.0002478933476944094,0.9310065894161945
488,101,"('supply_pressure', 'std_50')",865.5339998609431,0.00024690115984521183,0.9312534905760397
489,711,"('tank_temperature_pre_rinse', 'skew', 'caustic')",864.4530944814729,0.000246592822111608,0.9315000833981513
490,455,"('return_temperature', 'skew', 'caustic')",863.298680928866,0.00024626351552731966,0.9317463469136786
491,897,"('object_residue', 'sum', 'pre_rinse')",860.7515816778637,0.000245536933140707,0.9319918838468193
492,805,"('tank_concentration_caustic', 'median', 'pre_rinse')",859.0892506722959,0.00024506273865107714,0.9322369465854704
493,322,"('tank_level_acid', 'min_500')",854.0845923790561,0.00024363511600721986,0.9324805817014776
494,321,"('tank_level_acid', 'max_500')",852.3447690291048,0.00024313881614713607,0.9327237205176248
495,441,"('return_temperature', 'mean', 'pre_rinse')",851.6534939958291,0.000242941623884885,0.9329666621415097
496,102,"('supply_pressure', 'sum_50')",851.2210646187372,0.00024281826961483632,0.9332094804111245
497,529,"('return_flow', 'min', 'pre_rinse')",847.5206123675089,0.00024176268317579767,0.9334512430943003
498,798,"('tank_concentration_caustic', 'sum', 'acid')",846.1410716966354,0.00024136915710778993,0.9336926122514081
499,150,"('tank_level_clean_water', 'sum_50')",845.4194849010727,0.0002411633181496646,0.9339337755695578
500,611,"('tank_level_caustic', 'median', 'caustic')",844.9050177166341,0.00024101656187601087,0.9341747921314338
501,559,"('tank_level_pre_rinse', 'min', 'caustic')",844.3461528133688,0.0002408571407639169,0.9344156492721978
502,996,"('supply_flow_*_supply_pressure', 'median', 'intermediate_rinse')",844.0006665244346,0.00024075858777181932,0.9346564078599696
503,1075,"('supply_flow_*_return_temperature', 'max', 'caustic')",843.655450058392,0.0002406601117490666,0.9348970679717187
504,206,"('return_turbidity', 'mean_200')",840.7537363829075,0.00023983237248968343,0.9351369003442084
505,338,"('tank_temperature_caustic', 'mean_500')",840.6377033080926,0.00023979927303806534,0.9353766996172465
506,567,"('tank_level_pre_rinse', 'mean', 'caustic')",837.7628655159668,0.00023897920035997674,0.9356156788176064
507,841,"('tank_concentration_acid', 'skew', 'pre_rinse')",837.3922797659213,0.000238873487526601,0.935854552305133
508,167,"('tank_temperature_acid', 'std_50')",837.0876353908302,0.00023878658504840556,0.9360933388901814
509,949,"('return_flow__return_conductivity', 'max', 'pre_rinse')",832.439238150936,0.00023746058899263474,0.9363307994791741
510,1109,"('conductivity_*_return_temperature', 'max', 'pre_rinse')",828.8256398684044,0.0002364297784094398,0.9365672292575835
511,243,"('tank_temperature_pre_rinse', 'max_200')",827.7228631128971,0.00023611520167411937,0.9368033444592576
